"row_id","athlete_id","year","number_races_run","personal_record","season_record","consistency","days_since_sr","all_american"
"117",16006,2021,7,1531.8,1531.8,18.2724273154937,42,0
"118",16008,2021,6,1538,1538,23.0142564511652,50,0
"119",16014,2021,7,1482,1548,16.621504143729,35,0
"120",16016,2021,6,1533.1,1533.1,31.1392100092472,50,0
"121",16698,2021,5,1546.3,1546.3,20.1991749006406,50,0
"122",16700,2021,6,1572.4,1572.4,17.4854761159083,50,0
"123",17635,2021,5,1538.9,1538.9,8.85141231668709,50,0
"124",17648,2021,5,1582.6,1582.6,22.0569464996606,21,0
"125",17732,2021,4,1432.9,1432.9,61.766999459438,35,1
"126",17733,2021,5,1482,1484.4,34.1068449874802,35,1
"127",17748,2021,5,1533.2,1533.2,24.1757497298429,50,0
"128",17749,2021,5,1503.1,1503.1,35.8964134698719,35,0
"129",18178,2021,6,1472.6,1472.6,33.6665222769181,35,0
"130",18182,2021,6,1493.4,1493.4,39.0945754975461,35,0
"131",20195,2021,4,1461,1482,17.9786679150598,63,0
"132",20201,2021,5,1486,1515,11.9753747331764,63,0
"133",22869,2021,6,1606.7,1606.7,56.4975663192672,21,0
"134",22992,2021,6,1455.4,1455.4,31.9654794270319,49,1
"135",22993,2021,6,1501.2,1501.2,52.7057575128182,35,0
"136",22999,2021,6,1518,1553.2,34.6750180245086,35,0
"137",23003,2021,6,1557,1586.7,37.4922908742584,35,0
"138",23007,2021,7,1531.6,1531.6,31.5799303355787,42,0
"139",23242,2021,5,1480.4,1480.4,23.9096633184158,7,1
"140",23705,2021,5,1484.8,1484.8,31.1413711965289,7,0
"141",26078,2021,6,1507,1548,50.0039470664289,77,0
"142",26079,2021,6,1497.3,1497.3,15.6824742945748,21,0
"143",26080,2021,3,1505.7,1505.7,36.8131317150098,21,1
"144",26351,2021,4,1505,1509.5,28.2797630824588,7,0
"145",26352,2021,5,1493.6,1493.6,22.8271083363618,7,0
"146",26353,2021,6,1505.1,1505.1,43.975693286178,35,0
"147",26354,2021,6,1483.4,1483.4,44.5955154696074,35,0
"148",26481,2021,5,1540,1559.6,28.6502181492567,35,0
"149",26881,2021,6,1525.4,1525.4,49.8308360578289,7,0
"150",27111,2021,3,1501,1519.7,21.3163995292096,35,0
"151",27114,2021,5,1515.4,1515.4,19.1661159341166,35,0
"152",27116,2021,5,1517,1545.3,13.5400101550922,7,0
"153",27125,2021,5,1568.2,1568.2,11.5355970803422,7,0
"154",27147,2021,5,1567.5,1567.5,19.1630503834854,35,0
"155",27440,2021,6,1530.7,1530.7,26.7038958872213,35,0
"156",27441,2021,5,1526.7,1526.7,41.001608200167,35,0
"157",28259,2021,5,1467,1535.3,22.6839701110718,35,1
"158",28265,2021,6,1471,1471.7,51.2692266374284,50,0
"159",28270,2021,5,1496.3,1496.3,39.3652333919158,49,0
"160",28275,2021,5,1450.3,1450.3,54.6541489733396,49,0
"161",28276,2021,5,1485.2,1485.2,47.7579564051897,49,1
"162",28280,2021,4,1484,1511.5,33.901659251429,35,0
"163",28286,2021,5,1520,1537.5,33.9252943981331,7,0
"164",28311,2021,3,1558,1596.9,7.68562872437176,35,0
"165",28327,2021,4,1558.3,1558.3,35.1691182004895,7,0
"166",28366,2021,3,1482.7,1482.7,44.2496202118039,35,0
"167",28372,2021,6,1523.5,1523.5,38.3647442321723,50,0
"168",28548,2021,4,1549,1572.7,11.5109730257698,35,0
"169",29713,2021,5,1539.8,1539.8,24.1777087417315,7,0
"170",29718,2021,7,1564.3,1564.3,16.7789153403907,42,0
"171",30815,2021,6,1512.1,1512.1,47.1833568821324,49,0
"172",30824,2021,4,1538,1538,39.1520992412923,7,0
"173",31577,2021,8,1527.7,1527.7,35.3885372886274,7,1
"174",32846,2021,6,1535.7,1535.7,24.77623609429,7,0
"175",32847,2021,7,1541.4,1541.4,35.4108119082294,7,0
"176",33411,2021,4,1528,1536.7,9.53388693031336,7,0
"177",33452,2021,5,1419.2,1419.2,29.388188103386,50,1
"178",33453,2021,5,1470,1502.1,21.2592944379629,50,0
"179",33455,2021,4,1487.9,1487.9,35.1618045611996,50,0
"180",33544,2021,7,1538.2,1538.2,18.5247282181293,49,0
"181",33857,2021,4,1468.7,1468.7,11.9038596681916,20,1
"182",33860,2021,5,1542,1551.4,47.7820834623188,20,0
"183",33861,2021,4,1518,1552.5,21.246529128307,20,0
"184",33867,2021,4,1556,1558.6,4.92563447689743,49,0
"185",33874,2021,6,1505.4,1505.4,38.1898946785083,20,0
"186",33876,2021,6,1499.3,1499.3,14.2304910315842,35,0
"187",34073,2021,6,1490.2,1490.2,31.8456825959187,21,1
"188",34793,2021,7,1546.7,1546.7,44.3856958940603,7,0
"189",35689,2021,4,1484,1503.1,29.7074906378846,35,1
"190",35693,2021,6,1509.9,1509.9,25.0367250254501,7,0
"191",35694,2021,4,1506.9,1506.9,38.3214936426022,35,0
"192",35696,2021,4,1487.2,1487.2,33.757693567541,35,1
"193",35698,2021,4,1513.4,1513.4,43.2132719774839,21,1
"194",35699,2021,3,1493.5,1493.5,49.9450587034282,35,1
"195",35717,2021,4,1490.5,1490.5,30.6140898933808,35,1
"196",36843,2021,7,1550,1559.8,24.9188282228519,42,0
"197",38021,2021,6,1481.8,1481.8,42.1380398215199,7,0
"198",38846,2021,5,1516,1516,11.23397624273,7,0
"199",39236,2021,6,1527,1538.4,12.3350881634465,7,0
"200",40647,2021,5,1531,1531,43.5398093702763,7,0
"201",41018,2021,5,1562.1,1562.1,25.6630006039824,35,0
"202",42727,2021,7,1454.5,1454.5,17.2571482773564,35,1
"203",43509,2021,4,1510.5,1510.5,18.7859488714305,7,0
"204",43861,2021,6,1508,1508,48.6871304008222,21,0
"205",43912,2021,5,1546.6,1546.6,27.7328397391973,22,0
"206",43914,2021,5,1534.7,1534.7,30.8527729709989,35,0
"207",43915,2021,4,1536.6,1536.6,27.9183071657291,22,0
"208",44873,2021,7,1512.4,1512.4,30.3273210158761,49,0
"209",45165,2021,4,1537.7,1537.7,27.1665235170053,21,0
"210",45969,2021,6,1523.4,1523.4,29.9215502049387,7,0
"211",46552,2021,7,1511.4,1511.4,30.5641358457915,35,0
"212",46787,2021,5,1523.8,1523.8,32.4256842641756,35,0
"213",47279,2021,5,1572.2,1572.2,40.7572079514777,21,0
"214",47280,2021,6,1611.9,1611.9,22.2426392318897,21,0
"215",47664,2021,7,1500.1,1500.1,21.3901472645702,7,0
"216",49080,2021,5,1520.5,1520.5,34.077072570865,50,0
"217",49081,2021,5,1534.5,1534.5,24.2950097756721,50,0
"218",49087,2021,6,1552,1552,35.7626844629986,50,0
"219",49091,2021,5,1594.8,1594.8,28.3239629112877,21,0
"220",49750,2021,5,1501.5,1501.5,31.9783813692939,21,0
"221",50148,2021,5,1556.4,1556.4,28.1718831461442,35,0
"222",50159,2021,6,1589.2,1589.2,49.4615163536259,21,0
"223",50160,2021,4,1595.9,1595.9,13.3467432565235,35,0
"224",50210,2021,6,1567.1,1567.1,29.6522107101646,49,0
"225",50216,2021,5,1526.9,1526.9,20.1832077480265,21,0
"226",50234,2021,4,1558,1558,34.3897150322593,7,0
"227",50506,2021,6,1570.8,1570.8,18.1741134584331,35,0
"228",50508,2021,5,1553.1,1553.1,35.2791014624806,7,0
"229",50852,2021,6,1516,1516,17.8792169850919,7,0
"230",50859,2021,6,1571.3,1571.3,22.9177136730521,21,0
"231",50894,2021,5,1502.4,1502.4,16.6901647685096,7,0
"232",50914,2021,5,1496.9,1496.9,24.5511074088318,35,0
"233",50918,2021,4,1497.7,1497.7,35.0182174811277,35,0
"234",50983,2021,7,1565.8,1565.8,19.2773027158884,42,0
"235",51120,2021,6,1538.9,1538.9,99.408510702052,35,0
"236",51235,2021,6,1485,1485,66.171522575803,58,0
"237",51332,2021,4,1546,1546,18.95,7,0
"238",52258,2021,5,1483.2,1483.2,20.9550113338075,7,0
"239",52296,2021,5,1512.7,1512.7,13.0102603740279,7,0
"240",52299,2021,4,1538.2,1538.2,15.5900253010984,35,0
"241",52955,2021,4,1534.1,1534.1,24.6433053789462,35,0
"242",52958,2021,4,1620.7,1620.7,26.2434158409304,21,0
"243",52959,2021,4,1605.9,1605.9,31.7265267560128,7,0
"244",53132,2021,6,1517.6,1517.6,38.7645508164354,20,0
"245",53136,2021,6,1608.5,1608.5,23.7236253553288,35,0
"246",53549,2021,5,1510.7,1510.7,46.3766579218468,49,0
"247",53765,2021,6,1521.4,1521.4,19.3092102376042,49,0
"248",53850,2021,6,1529.1,1529.1,20.5502700712181,50,0
"249",53852,2021,6,1541.2,1541.2,19.0075353478561,50,0
"250",54089,2021,6,1484.8,1484.8,20.8273591434173,7,1
"251",54090,2021,6,1474.5,1474.5,25.347496041139,7,1
"252",54092,2021,6,1536,1536,50.7588087593343,7,0
"253",55537,2021,4,1516.4,1516.4,22.8075097281575,7,0
"254",55540,2021,4,1586.9,1586.9,16.6113477779498,7,0
"255",55552,2021,5,1494.9,1494.9,39.5298368324485,7,0
"256",56052,2021,5,1469.6,1469.6,27.6571582054267,35,0
"257",56622,2021,5,1452,1452,19.194645086586,63,1
"258",56625,2021,5,1488.6,1488.6,8.57074092479759,35,1
"259",56626,2021,4,1474.4,1474.4,12.1734341908929,35,1
"260",56685,2021,5,1572.9,1572.9,10.8890036275134,49,0
"261",56686,2021,5,1599.6,1599.6,12.2468934836554,35,0
"262",56687,2021,4,1611.9,1611.9,17.2772972423351,20,0
"263",56688,2021,5,1576.9,1576.9,15.994574079981,35,0
"264",56694,2021,6,1601.8,1601.8,59.9271131366169,20,0
"265",56722,2021,5,1534.3,1534.3,60.6060921030222,50,0
"266",56786,2021,6,1529.6,1529.6,41.3149589535477,7,0
"267",56787,2021,6,1493.3,1493.3,47.662939830998,49,0
"268",56791,2021,5,1568.9,1568.9,61.3073763914262,7,0
"269",56851,2021,4,1605.2,1605.2,57.5974391791857,35,0
"270",56876,2021,5,1521,1521,30.089730390949,49,0
"271",57251,2021,4,1490.4,1490.4,25.4709147852997,7,0
"272",57252,2021,4,1508.7,1508.7,20.8330266644095,7,0
"273",57370,2021,5,1495.5,1495.5,42.6589087999213,7,1
"274",57371,2021,4,1502,1502,36.133210331894,35,0
"275",57372,2021,5,1533.7,1533.7,32.33592236198,35,0
"276",57375,2021,5,1552.4,1552.4,38.3045036516596,35,0
"277",58145,2021,5,1563.4,1563.4,9.4021274188345,20,0
"278",58361,2021,4,1530.7,1530.7,41.6517931786856,21,0
"279",58679,2021,4,1577.3,1577.3,16.2420749905915,20,0
"280",58681,2021,4,1567.3,1567.3,49.9922243953998,20,0
"281",58683,2021,4,1595.4,1595.4,19.8913926108757,7,0
"282",58691,2021,4,1588.6,1588.6,59.30482695363,20,0
"283",77914,2021,6,1474.7,1474.7,25.9899519045342,49,0
"284",2654,2022,7,1478.1,1478.1,53.0693257290248,7,0
"285",3239,2022,6,1427.5,1427.5,26.6919763224832,35,1
"286",3260,2022,5,1456.4,1456.4,28.3709992774312,35,0
"287",3982,2022,4,1502.9,1502.9,26.2496071399173,7,0
"288",3985,2022,6,1473.7,1473.7,54.0082215963459,35,0
"289",3988,2022,5,1472.3,1472.3,92.8833375799987,7,1
"290",3990,2022,6,1430,1430,44.3084010092894,35,0
"291",4045,2022,6,1486.4,1486.4,64.6355939092386,7,0
"292",4733,2022,5,1457.4,1457.4,26.707957615662,35,0
"293",4748,2022,5,1479.6,1479.6,37.8473037348766,21,0
"294",4759,2022,6,1469.8,1469.8,31.8022892257775,35,0
"295",4774,2022,5,1471,1474.8,20.4463199622817,7,0
"296",4778,2022,4,1467.7,1467.7,26.1924010926834,7,0
"297",4781,2022,6,1478.8,1478.8,62.4570764605581,35,0
"298",4792,2022,3,1463.3,1558.8,39.9751033630795,7,0
"299",4830,2022,5,1498.1,1498.1,60.4204590763758,7,0
"300",4833,2022,6,1489.9,1489.9,85.7833025710714,7,0
"301",4843,2022,4,1484.4,1484.4,21.4536710145373,21,0
"302",4898,2022,4,1494.7,1494.7,49.5589043462424,7,0
"303",5128,2022,5,1470.5,1470.5,19.2473374782072,50,0
"304",5130,2022,6,1420.4,1469.3,39.1671099265698,7,0
"305",5208,2022,5,1450,1480.7,10.5800224479913,35,0
"306",5231,2022,6,1478,1504,9.63119930226761,35,0
"307",5238,2022,5,1431,1431,41.89675882452,35,1
"308",5246,2022,4,1452.9,1452.9,21.7876621559593,35,0
"309",5253,2022,7,1480,1480,46.5251335898732,35,0
"310",5255,2022,4,1544,1548.4,30.2268506464038,35,0
"311",5256,2022,5,1493.9,1493.9,29.5626030653595,7,0
"312",5269,2022,7,1429.2,1429.2,45.2917732289455,35,1
"313",5279,2022,5,1458.8,1458.8,36.6416702676065,35,0
"314",5291,2022,5,1495.2,1495.2,31.9680715714914,7,0
"315",5298,2022,6,1442.7,1442.7,41.0679010907545,35,0
"316",5300,2022,5,1497.9,1497.9,42.2743421001439,35,0
"317",5307,2022,5,1457.2,1457.2,27.4738857826846,35,0
"318",5322,2022,5,1468.6,1468.6,31.1427294885982,35,0
"319",5327,2022,5,1446.5,1446.5,40.5367684947876,35,0
"320",5329,2022,3,1516.6,1516.6,4.98419724953,7,0
"321",5353,2022,4,1462.9,1462.9,45.3627600571217,35,0
"322",6744,2022,6,1439.9,1439.9,30.4748256762856,50,1
"323",6750,2022,6,1509.9,1509.9,12.1538059882491,21,0
"324",6760,2022,6,1475.8,1475.8,20.6693462644565,50,0
"325",6762,2022,4,1476.5,1479.9,19.8096567360467,50,0
"326",6769,2022,6,1453.1,1453.1,33.8821723034401,50,0
"327",6820,2022,6,1531.9,1531.9,9.20906482765758,50,0
"328",8908,2022,6,1485,1485,60.1956093821542,7,0
"329",9698,2022,6,1418.4,1418.4,43.4304968375398,21,1
"330",9701,2022,6,1488.7,1496.3,30.5819890712745,35,0
"331",10634,2022,6,1514.7,1514.7,16.846174639959,50,0
"332",10662,2022,6,1521.9,1521.9,18.0111076838711,35,0
"333",13034,2022,6,1489.2,1489.2,33.0301251385257,50,0
"334",13427,2022,6,1465,1465,24.6584184407679,21,1
"335",13428,2022,5,1532,1532.4,39.3523426875707,21,0
"336",13438,2022,4,1440.9,1440.9,31.1508426852308,21,1
"337",13450,2022,4,1528,1535.6,77.3344683824749,42,0
"338",13462,2022,4,1478.3,1527.6,34.2489689625834,49,0
"339",13467,2022,3,1510.5,1542.9,27.1530231588798,21,0
"340",13697,2022,6,1491.6,1491.6,13.7559078217325,35,0
"341",13699,2022,6,1490.7,1521.9,6.52930892208358,35,0
"342",13701,2022,7,1484,1491.5,34.1273595032881,35,1
"343",13709,2022,7,1467.4,1467.4,33.4647949343784,35,0
"344",13799,2022,5,1414.2,1414.2,43.6066150371707,36,1
"345",13801,2022,6,1469,1469,31.4333156592386,7,1
"346",13889,2022,6,1541.9,1541.9,14.7149447841302,7,0
"347",13919,2022,6,1545,1545,31.9598498119125,35,0
"348",15988,2022,7,1462,1462,27.5826467185439,50,0
"349",15994,2022,5,1424.1,1424.1,33.3763029708205,50,1
"350",16005,2022,5,1488.7,1488.7,34.767479057303,50,0
"351",16016,2022,5,1514.7,1514.7,36.5053968612861,50,0
"352",16033,2022,5,1506.1,1506.1,30.6448951703216,50,0
"353",17635,2022,6,1489.6,1499.7,31.4855141295168,64,0
"354",17733,2022,6,1405.8,1405.8,41.8651704881277,21,1
"355",18182,2022,7,1487.6,1487.6,42.7948757316679,71,0
"356",20195,2022,6,1456.6,1456.6,25.228096935758,63,0
"357",22993,2022,6,1501.2,1507,23.5370319921608,35,0
"358",22999,2022,6,1518,1548.6,21.4012119983893,35,0
"359",23012,2022,6,1520.8,1520.8,21.7127266827545,49,0
"360",23242,2022,6,1437,1462.9,32.8283779678496,64,1
"361",23255,2022,7,1483.5,1483.5,32.1676036132974,7,0
"362",23704,2022,6,1470.5,1470.5,36.2209110873815,35,0
"363",23713,2022,6,1448.5,1448.5,29.4325669964412,35,1
"364",26092,2022,6,1504.9,1504.9,24.8938747486204,50,0
"365",26296,2022,6,1523.8,1523.8,26.3315324278706,35,0
"366",26352,2022,6,1493.6,1518,46.9985361474163,49,0
"367",26354,2022,6,1475.3,1475.3,45.4572942441585,35,0
"368",26355,2022,6,1556,1557.9,22.2597169793328,21,0
"369",26359,2022,5,1531.8,1531.8,22.454398232863,35,0
"370",26482,2022,5,1483.9,1483.9,30.3715635916229,50,0
"371",26881,2022,6,1493,1493,64.3667465043523,35,0
"372",27111,2022,6,1462.1,1462.1,28.0988683046133,36,0
"373",27114,2022,6,1468.5,1468.5,24.9395749763303,50,0
"374",27125,2022,6,1503.4,1503.4,33.0984833489391,50,0
"375",27147,2022,6,1501.3,1501.3,41.9246753118018,50,0
"376",28275,2022,3,1450.3,1548.4,23.4864973028239,7,1
"377",28276,2022,5,1457.7,1457.7,24.4584545709658,35,1
"378",28327,2022,6,1498.3,1498.6,36.1039277641645,50,0
"379",28341,2022,6,1484.1,1484.1,28.3541178667227,50,0
"380",28372,2022,6,1472,1472,40.5213721386628,50,0
"381",29713,2022,6,1487.9,1487.9,22.9183245460919,50,1
"382",29718,2022,6,1526.3,1529.5,21.0512915280749,21,0
"383",30815,2022,7,1501.8,1537.3,16.2277540035583,56,0
"384",30832,2022,5,1555.7,1555.7,18.3853202310974,56,0
"385",32164,2022,6,1466.2,1466.2,43.076559751215,35,1
"386",33412,2022,6,1490.1,1490.1,33.0274068010191,21,0
"387",33418,2022,5,1507.9,1507.9,55.8163058612804,35,0
"388",33452,2022,4,1394.7,1394.7,41.0807132362621,50,1
"389",33544,2022,8,1489.3,1489.3,17.1166466294288,56,0
"390",33551,2022,8,1494.6,1494.6,16.8503012750878,50,0
"391",33857,2022,4,1430,1430,26.5925741514431,35,1
"392",33867,2022,4,1479,1479,20.4435044696353,21,0
"393",33874,2022,5,1468.7,1468.7,31.077886028493,21,0
"394",33886,2022,5,1542.6,1542.6,22.0698346165077,21,0
"395",33890,2022,6,1468.9,1468.9,42.9018938975891,21,0
"396",34304,2022,5,1481.5,1481.5,37.0038052097349,21,0
"397",35636,2022,7,1520,1520,51.8137819503653,50,0
"398",35689,2022,5,1459.6,1467.7,20.870495921276,35,1
"399",35694,2022,4,1460.5,1460.5,29.9223578616392,35,0
"400",35695,2022,5,1486.5,1486.5,17.4143159498155,20,0
"401",35696,2022,5,1443,1450.5,40.377746346224,35,1
"402",35699,2022,4,1456.9,1470,56.8629657597984,20,1
"403",35717,2022,4,1453.3,1453.3,25.9282664287453,35,1
"404",36843,2022,7,1535.2,1535.2,17.4401834852733,21,0
"405",37214,2022,5,1521.6,1521.6,22.9157238593941,21,0
"406",38021,2022,6,1459.2,1459.2,33.5999404761377,35,1
"407",38571,2022,5,1483,1484.8,21.9751678036825,35,0
"408",38850,2022,6,1442.4,1442.4,35.3496591214116,21,0
"409",39235,2022,5,1532.9,1532.9,21.866815040147,35,0
"410",39236,2022,6,1500.9,1500.9,39.8460336796525,50,0
"411",40064,2022,6,1540.5,1540.5,9.55758860801192,21,0
"412",41018,2022,6,1510.7,1510.7,18.8638702285612,35,0
"413",42058,2022,5,1468.3,1468.3,21.4620222719109,35,1
"414",42064,2022,5,1487.8,1487.8,45.6691756001792,7,0
"415",42673,2022,6,1465.4,1465.4,17.2408490220174,63,0
"416",42677,2022,5,1523,1523,12.6578039169518,63,0
"417",42734,2022,6,1499.2,1499.2,5.72450871254468,50,0
"418",42738,2022,5,1474.2,1474.2,24.3919043946962,63,0
"419",42828,2022,5,1490.3,1490.3,50.3891357338068,7,0
"420",42834,2022,5,1506.1,1506.1,2.53902868567233,7,0
"421",43098,2022,5,1488.5,1488.5,48.0712221604569,21,0
"422",43101,2022,6,1487.6,1487.6,24.2120321328054,21,0
"423",43457,2022,6,1482.4,1482.4,26.000507687351,35,0
"424",43509,2022,4,1474.8,1474.8,53.7667648273541,7,0
"425",43513,2022,7,1475.6,1475.6,29.4610288724312,7,0
"426",43522,2022,5,1545.2,1545.2,31.7319239883118,7,0
"427",43912,2022,4,1484.6,1484.6,50.7754615931752,35,0
"428",43914,2022,5,1493.5,1493.5,38.9855870803557,7,0
"429",43915,2022,3,1498.7,1498.7,33.8802138259026,7,0
"430",44873,2022,7,1502.8,1502.8,21.4355405810071,21,0
"431",45288,2022,6,1508.5,1508.5,11.7056610236244,50,0
"432",45289,2022,5,1500.8,1500.8,23.5372517984199,21,0
"433",45290,2022,5,1482.6,1482.6,8.80315599972852,50,0
"434",45792,2022,5,1472.2,1472.2,33.4247812259108,21,0
"435",45969,2022,6,1496.2,1496.2,39.0123484724174,35,0
"436",46552,2022,5,1511.4,1523.7,24.6169149163741,21,0
"437",46553,2022,6,1533.6,1533.6,22.517957278581,35,0
"438",46787,2022,5,1477.8,1477.8,26.4261991213266,35,0
"439",46792,2022,6,1516.9,1516.9,27.6834679908425,35,0
"440",48286,2022,6,1522.1,1522.1,24.9951675329452,35,0
"441",48776,2022,6,1523.8,1523.8,43.4545380253893,7,0
"442",48872,2022,6,1538.4,1538.4,24.3120217176605,21,0
"443",49080,2022,6,1452,1452,33.3187994981812,50,0
"444",49081,2022,5,1473.9,1473.9,27.9043365805388,50,0
"445",49087,2022,6,1483.2,1483.2,24.3941304415632,50,0
"446",49095,2022,5,1467.9,1467.9,43.3673148811406,50,0
"447",49097,2022,5,1487.2,1487.2,38.7596762112379,50,0
"448",49611,2022,6,1483.4,1483.4,36.0993407142014,35,0
"449",49750,2022,6,1464.2,1464.2,33.2679184801213,36,0
"450",50148,2022,6,1449.9,1449.9,28.6513524986169,50,1
"451",50149,2022,5,1484.9,1484.9,32.7518987999169,50,0
"452",50153,2022,6,1502.5,1502.5,26.6866558414501,50,0
"453",50160,2022,6,1482.9,1519.7,26.1157883281359,21,0
"454",50210,2022,5,1491.7,1491.7,23.3268429068316,7,0
"455",50216,2022,5,1475.1,1482.4,42.2912094884977,7,0
"456",50218,2022,4,1488.3,1488.3,62.469352485839,7,0
"457",50219,2022,4,1482.7,1482.7,58.5048021533276,50,0
"458",50223,2022,5,1521.9,1521.9,26.6165662699004,7,0
"459",50381,2022,6,1479.1,1479.1,15.7312388259794,63,0
"460",50386,2022,5,1453,1453,17.3699992803684,35,0
"461",50508,2022,6,1476.3,1476.3,39.0561339612615,50,0
"462",50515,2022,5,1489.8,1489.8,34.1340738851957,50,0
"463",50609,2022,7,1516.6,1516.6,45.1874613877198,21,0
"464",50852,2022,6,1464.9,1464.9,25.1031790815426,35,1
"465",50857,2022,5,1499.6,1499.6,30.8199914828022,35,0
"466",50858,2022,5,1550.3,1550.3,46.1025487364853,35,0
"467",50859,2022,5,1528.6,1528.6,31.2670689384214,50,0
"468",50915,2022,5,1502.8,1502.8,69.5532429150504,36,0
"469",50919,2022,4,1530,1530,14.7449143775066,49,0
"470",50926,2022,6,1528.7,1528.7,35.6375420027812,35,0
"471",51120,2022,6,1487.6,1487.6,55.3964403188508,35,0
"472",51121,2022,6,1495.8,1495.8,48.0591135998158,7,0
"473",51238,2022,7,1456.2,1456.2,44.1021187132773,21,0
"474",51240,2022,4,1462.7,1462.7,32.6791472756966,21,0
"475",51244,2022,4,1464.2,1464.2,40.6013409740231,21,0
"476",51245,2022,4,1480.8,1480.8,25.680256142717,21,0
"477",51250,2022,4,1490.4,1490.4,26.9087759331825,21,0
"478",51257,2022,5,1491.6,1491.6,40.1106204763776,21,0
"479",51260,2022,5,1542.9,1542.9,11.8537968600782,21,0
"480",51332,2022,5,1502.3,1502.3,28.3302351247254,21,0
"481",52169,2022,5,1537.6,1537.6,22.1769610181377,7,0
"482",52171,2022,5,1520.7,1520.7,41.0006829211416,35,0
"483",52178,2022,4,1530.3,1530.3,32.9331899457068,35,0
"484",52258,2022,3,1471.4,1493.1,4.92634640366358,7,1
"485",52295,2022,6,1483.1,1483.1,29.0183114601798,35,0
"486",52297,2022,6,1485,1485,40.6181535769414,35,0
"487",52298,2022,7,1433.1,1433.1,42.9624028140368,35,0
"488",52302,2022,5,1481.5,1481.5,35.3103738297968,35,0
"489",52955,2022,6,1495.8,1498.5,18.7114510394037,50,0
"490",52964,2022,6,1534.9,1534.9,14.5088386854359,50,0
"491",53132,2022,6,1478.7,1478.7,30.440762145518,21,0
"492",53133,2022,6,1505.8,1505.8,33.1355549221678,21,0
"493",53135,2022,4,1551,1551,4.34843522303009,35,0
"494",53554,2022,6,1511.8,1511.8,10.0083298640016,56,1
"495",53851,2022,5,1489.3,1489.3,29.3308438337529,50,0
"496",53852,2022,5,1423.2,1423.2,43.5163601419053,50,1
"497",53853,2022,4,1522.5,1522.5,10.3773792452623,35,0
"498",54089,2022,5,1453.7,1462,21.8761422558914,7,1
"499",54090,2022,5,1448.5,1448.5,29.8453078389217,7,1
"500",54091,2022,6,1525.8,1525.8,37.0772354536971,7,0
"501",54095,2022,5,1559.5,1559.5,36.9853700806143,7,0
"502",54101,2022,5,1537.9,1537.9,36.3206497739234,7,0
"503",55020,2022,5,1455.4,1455.4,27.2239159563792,21,0
"504",55022,2022,5,1474.7,1474.7,31.3657775290204,35,0
"505",55537,2022,3,1470.1,1470.1,41.9099828998613,7,0
"506",55540,2022,5,1497.5,1497.5,35.2607657319009,7,0
"507",55552,2022,6,1476.2,1476.2,41.1763718654278,35,0
"508",56055,2022,5,1443.4,1443.4,24.357799572211,35,0
"509",56567,2022,5,1442.7,1442.7,19.3657397225099,35,0
"510",56622,2022,5,1432.9,1432.9,18.1224308523994,35,1
"511",56625,2022,5,1442.5,1451.3,21.7092578178067,35,1
"512",56626,2022,4,1434.5,1434.5,27.4771824530019,35,0
"513",56686,2022,5,1496,1496,22.228324273323,21,0
"514",56688,2022,5,1491.5,1491.5,19.6912772566941,49,0
"515",56690,2022,3,1537.2,1537.2,46.1999999999999,21,0
"516",56692,2022,5,1557.5,1557.5,34.2568971157634,35,0
"517",56699,2022,5,1551.6,1551.6,29.3508023740408,21,0
"518",56722,2022,6,1509.1,1509.1,12.3282764407682,50,0
"519",56724,2022,6,1504.8,1504.8,15.0504060484168,35,0
"520",56786,2022,5,1457.6,1457.6,32.392389152392,21,0
"521",56791,2022,5,1487.8,1487.8,40.6098707212914,21,0
"522",56876,2022,6,1498.5,1498.5,18.6918932962929,35,0
"523",57100,2022,5,1467,1467,37.6732053321721,35,0
"524",57251,2022,6,1490.4,1499.6,43.944990866107,35,0
"525",57252,2022,6,1487.8,1487.8,52.3989397687481,35,0
"526",57255,2022,6,1524.1,1524.1,31.9129545273807,21,0
"527",57370,2022,6,1447.8,1456.5,40.9871389042411,35,0
"528",57371,2022,6,1451.9,1451.9,37.371186167361,21,1
"529",57374,2022,5,1488,1488,26.9640798099991,21,0
"530",57375,2022,4,1497.4,1497.4,27.1629688178594,35,0
"531",58367,2022,3,1519,1519,6.23110477095891,20,1
"532",58634,2022,4,1474.1,1474.1,31.3769820091098,35,0
"533",58680,2022,4,1517.5,1517.5,23.3690366724861,21,0
"534",58681,2022,4,1516.4,1516.4,47.4487289081594,21,0
"535",58683,2022,4,1540,1553.7,54.9451089725009,21,0
"536",58687,2022,5,1551.8,1551.8,185.532796022698,21,0
"537",59402,2022,5,1512.8,1512.8,71.1685674999856,7,0
"538",61057,2022,6,1492.7,1492.7,21.976987964687,35,0
"539",61730,2022,5,1471.4,1471.4,27.1541967290509,21,0
"540",63191,2022,7,1571.2,1571.2,25.4164198895123,35,0
"541",63513,2022,7,1462.1,1462.1,19.2172665416633,50,0
"542",64249,2022,5,1458.5,1458.5,29.7179137894974,35,0
"543",64549,2022,7,1490.5,1490.5,39.8548895647977,50,0
"544",65108,2022,6,1497.4,1497.4,16.4169911981459,50,0
"545",65830,2022,6,1518.2,1518.2,20.8833522213269,50,0
"546",67135,2022,5,1508.9,1508.9,22.2895014524776,35,0
"547",67163,2022,6,1511.7,1511.7,49.8642717784989,7,0
